name,importance
plas,0.07973855920866424
preg,0.005228757351831659
insu,0.003921566523757636
pedi,0.002614379084967311
age,-0.0013071916461770083
skin,-0.001307194606930584
mass,-0.0196078476173426
pres,-0.024836603566712044
