name,importance
pedi,0.7347871358432507
preg,0.12940141960054
mass,0.0882432503073039
plas,0.035284490159298056
pres,0.004720983575734211
age,0.004354795809355712
skin,0.002904242142909283
insu,0.0003036825616081822
