name,importance
pedi,0.787305428507442
mass,0.056428258817705405
plas,0.047611936594114286
preg,0.04563868580143705
pres,0.031397014453492446
skin,0.018280596541790484
age,0.011343077911818187
insu,0.0019950013722002
