name,importance
pedi,0.7440559052797695
preg,0.12758010165883232
mass,0.07836323297889769
plas,0.0327254100731098
pres,0.00974322439402825
age,0.0057980630324338455
skin,0.0016303212383623627
insu,0.00010374134456622976
