name,importance
plas,0.26286188303148655
mass,0.2546137892890516
pedi,0.1321868715593842
age,0.10763198214896788
preg,0.08665397912320857
insu,0.07533974243154111
pres,0.049065903932253775
skin,0.0316458484841063
