name,importance
pedi,0.7228119498141071
preg,0.13699006095841382
mass,0.08843420388958599
plas,0.03436659085717001
pres,0.011033283505606487
age,0.004922090975485666
skin,0.0011749686547422216
insu,0.0002668513448886716
