name,importance
pedi,0.7690061921464322
preg,0.08628860110660005
mass,0.07384319133997883
plas,0.02977097774838984
age,0.023226247325986944
pres,0.0154320576824278
skin,0.0019356553223803803
insu,0.0004970773278040956
