name,importance
pedi,0.7734739900640707
preg,0.11283242519780025
mass,0.051469038861294565
plas,0.033297249153674026
pres,0.01707153597359017
age,0.007613441758301073
skin,0.0030471050127176217
insu,0.001195213978551599
