name,importance
plas,0.3074730652364316
mass,0.1630356278264261
age,0.1312354599145042
pedi,0.10579938459419651
insu,0.08047636509515782
preg,0.07612034841875659
pres,0.07301380429168637
skin,0.06284594462284086
