name,importance
plas,0.3333779504252984
mass,0.16193128672587445
age,0.15368498654484308
pedi,0.09080963290301286
preg,0.08492407998884241
insu,0.07068797962148288
skin,0.05404569060365533
pres,0.05053839318699062
