name,importance
plas,0.2550810906969622
mass,0.1647029564963175
age,0.15094051560074762
pedi,0.11881372790158158
preg,0.0947052562599895
pres,0.08671503625807407
skin,0.06618097165385951
insu,0.06286044513246802
