name,importance
mass,0.06535947521527603
plas,0.054901957745645526
age,0.028758166662228614
skin,0.007843135579738703
insu,0.0039215659783556015
pedi,0.0013071895424836334
preg,-0.0156862773147284
pres,-0.02483660629372193
