name,importance
pedi,0.730150789385763
preg,0.13264558777360416
mass,0.08641598516203158
plas,0.034117091395374395
pres,0.008132709741589073
skin,0.006282874129914873
age,0.0021200369534717686
insu,0.00013492545825110136
