name,importance
pedi,0.8138646425795646
preg,0.06798418472091124
mass,0.06359732039592736
plas,0.03421826980518208
pres,0.010491300553638207
age,0.007508597182167909
skin,0.0015616161399320098
insu,0.0007740686226766237
