name,importance
pedi,0.7654747589720193
preg,0.09997795172674462
mass,0.07323133766972818
plas,0.03219000688799066
pres,0.014133994617768734
age,0.0103429266426376
skin,0.004330517397837338
insu,0.0003185060852735793
