name,importance
insu,0.5275004248984158
skin,0.2902439210419432
preg,0.12285846427271817
pres,0.038732924328527756
plas,0.006893432251330144
mass,0.006893432251330144
pedi,0.0034387004778674143
age,0.0034387004778674143
