name,importance
plas,0.29765654390436336
mass,0.18683249473335933
age,0.1434148402121736
pedi,0.10488242386301277
preg,0.07955221769515151
pres,0.06865157834671448
skin,0.06315185674528022
insu,0.05585804449994472
